Member_number,Date,itemDescription
2120015016,09/01/2021,Cosmetics/Personal Hygiene
2120015016,09/01/2021,Bread
2120015016,09/01/2021,Bread
2120015016,09/01/2021,Curd
2120015017,09/01/2021,Biscuits
2120015017,09/01/2021,Beverage
2120015017,09/01/2021,Beverage
2120015018,09/01/2021,Vegetable
2120015018,09/01/2021,Vegetable
2120015018,09/01/2021,Vegetable
2120015018,09/01/2021,Vegetable
2120015018,09/01/2021,Vegetable
2120015019,09/01/2021,Pulses
2120015019,09/01/2021,Vegetable
2120015019,09/01/2021,Seeds/Spices
2120015019,09/01/2021,Biscuits
2120015019,09/01/2021,Seeds/Spices
2120015019,09/01/2021,Pulses
2120015020,09/01/2021,Dry fruits/nuts
2120015020,09/01/2021,Vegetable
2120015020,09/01/2021,Milk powder
2120015021,09/01/2021,Vegetable
2120015021,09/01/2021,Curd
2120015022,09/01/2021,Water
2120015023,09/01/2021,Biscuits
2120015023,09/01/2021,Cheese
2120015023,09/01/2021,Misc. Household
2120015024,09/01/2021,Egg
2120015024,09/01/2021,Idli/Dosa Batter
2120015024,09/01/2021,Milk
2120015025,09/01/2021,Beverage
2120015025,09/01/2021,Paneer/Tofu/Khova
2120015025,09/01/2021,Milk
2120015026,09/01/2021,Stationary
2120015026,09/01/2021,Ready to eat
2120015027,09/01/2021,Egg
2120015027,09/01/2021,Sugar
2120015028,09/01/2021,Bread
2120015029,09/01/2021,Indian snacks
2120015029,09/01/2021,Indian snacks
2120015029,09/01/2021,Indian snacks
2120015030,09/01/2021,Vegetable
2120015030,09/01/2021,Vegetable
2120015031,09/01/2021,Rice
2120015032,09/01/2021,Egg
2120015032,09/01/2021,Water
2120015032,09/01/2021,Curd
2120015032,09/01/2021,Cooking Oil
2120015033,09/01/2021,Other Groceries
2120015033,09/01/2021,Maida flour
2120015033,09/01/2021,Tea
2120015033,09/01/2021,Bread
2120015033,09/01/2021,Butter
2120015034,09/01/2021,Rice
2120015034,09/01/2021,Vegetable
2120015034,09/01/2021,Bread
2120015034,09/01/2021,Cooking Oil
2120015034,09/01/2021,Curd
2120015035,09/01/2021,Ice cream
2120015035,09/01/2021,Ice cream
2120015035,09/01/2021,Bread
2120015036,09/01/2021,Indian snacks
2120015037,10/01/2021,Maida flour
2120015037,10/01/2021,Bread
2120015038,10/01/2021,Battery
2120015039,10/01/2021,Salt
2120015040,10/01/2021,Balance from previous month
2120015041,10/01/2021,Egg
2120015041,10/01/2021,Maida flour
2120015042,10/01/2021,Milk
2120015042,10/01/2021,Idli/Dosa Batter
2120015043,10/01/2021,Cooking Oil
2120015044,10/01/2021,Cleaning Products
2120015044,10/01/2021,Milk
2120015044,10/01/2021,Pulses
2120015045,10/01/2021,Instant Noodles/Pasta/Soup
2120015046,10/01/2021,Vermicelli
2120015047,10/01/2021,Vegetable
2120015047,10/01/2021,Vegetable
2120015047,10/01/2021,Bread
2120015047,10/01/2021,Sugar
2120015047,10/01/2021,Dry fruits/nuts
2120015048,10/01/2021,Vegetable
2120015048,10/01/2021,Vegetable
2120015048,10/01/2021,Egg
2120015048,10/01/2021,Butter
2120015048,10/01/2021,Bread
2120015049,10/01/2021,Chocolate
2120015049,10/01/2021,Beverage
2120015049,10/01/2021,Beverage
2120015049,10/01/2021,Chocolate
2120015050,10/01/2021,Cosmetics/Personal Hygiene
2120015050,10/01/2021,Cosmetics/Personal Hygiene
2120015051,10/01/2021,Chips
2120015052,10/01/2021,Curd
2120015052,10/01/2021,Curd
2120015053,10/01/2021,Misc. Household
2120015054,10/01/2021,Chips
2120015054,10/01/2021,Vegetable
2120015054,10/01/2021,Vegetable
2120015054,10/01/2021,Vegetable
2120015055,10/01/2021,Water
2120015056,10/01/2021,Egg
2120015056,10/01/2021,Water
2120015057,10/01/2021,Ice cream
2120015057,10/01/2021,Rice
2120015057,10/01/2021,Seeds/Spices
2120015057,10/01/2021,Seeds/Spices
2120015058,10/01/2021,Balance from previous month
2120015059,10/01/2021,Vegetable
2120015059,10/01/2021,Paneer/Tofu/Khova
2120015059,10/01/2021,Curd
2120015060,10/01/2021,Vegetable
2120015060,10/01/2021,Cosmetics/Personal Hygiene
2120015060,10/01/2021,Cleaning Products
2120015060,10/01/2021,Curd
2120015061,10/01/2021,Vegetable
2120015061,10/01/2021,Vegetable
2120015061,10/01/2021,Ice cream
2120015061,10/01/2021,Biscuits
2120015061,10/01/2021,Curd
2120015062,10/01/2021,Seeds/Spices
2120015063,10/01/2021,Dry fruits/nuts
2120015063,10/01/2021,Ice cream
2120015063,10/01/2021,Ice cream
2120015063,10/01/2021,Ready to eat
2120015063,10/01/2021,Vegetable
2120015063,10/01/2021,Vegetable
2120015063,10/01/2021,Vegetable
2120015063,10/01/2021,Vegetable
2120015063,10/01/2021,Vegetable
2120015063,10/01/2021,Vegetable
2120015064,10/01/2021,Sugar
2120015065,10/01/2021,Biscuits
2120015065,10/01/2021,Biscuits
2120015065,10/01/2021,Other Groceries
2120015066,10/01/2021,Seeds/Spices
2120015067,10/01/2021,Milk
2120015068,10/01/2021,Curd
2120015069,10/01/2021,Sauces/pastes/spread/pickle
2120015070,10/01/2021,Battery
2120015070,10/01/2021,Curd
2120015071,10/01/2021,Balance from previous month
2120015072,10/01/2021,Sugar
2120015073,10/01/2021,Other Groceries
2120015074,10/01/2021,Ice cream
2120015074,10/01/2021,Ice cream
2120015074,10/01/2021,Bread
2120015075,10/01/2021,Cooking Oil
2120015076,10/01/2021,Vegetable
2120015076,10/01/2021,Vegetable
2120015076,10/01/2021,Water
2120015076,10/01/2021,Cooking Oil
2120015076,10/01/2021,Cosmetics/Personal Hygiene
2120015076,10/01/2021,Milk
2120015076,10/01/2021,Curd
2120015077,10/01/2021,Vegetable
2120015077,10/01/2021,Bread
2120015077,10/01/2021,Idli/Dosa Batter
2120015077,10/01/2021,Ghee
2120015078,10/01/2021,Vegetable
2120015078,10/01/2021,Vegetable
2120015078,10/01/2021,Chocolate
2120015079,10/01/2021,Seeds/Spices
2120015079,10/01/2021,Chocolate
2120015079,10/01/2021,Chips
2120015079,10/01/2021,Indian snacks
2120015079,10/01/2021,Curd
2120015079,10/01/2021,Indian snacks
2120015079,10/01/2021,Cooking Oil
2120015080,10/01/2021,Seeds/Spices
2120015080,10/01/2021,Seeds/Spices
2120015080,10/01/2021,Vegetable
2120015080,10/01/2021,Dry fruits/nuts
2120015080,10/01/2021,Coffee
2120015080,10/01/2021,Seeds/Spices
2120015081,10/01/2021,Other Groceries
2120015081,10/01/2021,Beverage
2120015082,10/01/2021,Wheat
2120015082,10/01/2021,Milk
2120015083,10/01/2021,Chocolate
2120015084,10/01/2021,Chocolate
2120015084,10/01/2021,Chocolate
2120015084,10/01/2021,Bread
2120015085,10/01/2021,Indian snacks
2120015085,10/01/2021,Jaggery
2120015085,10/01/2021,Biscuits
2120015085,10/01/2021,Ice cream
2120015085,10/01/2021,Indian snacks
2120015085,10/01/2021,Pulses
2120015086,11/01/2021,Maida flour
2120015087,11/01/2021,Chocolate
2120015088,11/01/2021,Bread
2120015089,11/01/2021,Instant Noodles/Pasta/Soup
2120015089,11/01/2021,Ice cream
2120015089,11/01/2021,Bread
2120015089,11/01/2021,Milk
2120015090,11/01/2021,Milk
2120015090,11/01/2021,Curd
2120015090,11/01/2021,Beverage
2120015091,11/01/2021,Biscuits
2120015091,11/01/2021,Biscuits
2120015091,11/01/2021,Chocolate
2120015091,11/01/2021,Indian snacks
2120015091,11/01/2021,Chips
2120015091,11/01/2021,Milk
2120015092,11/01/2021,Egg
2120015092,11/01/2021,Water
2120015092,11/01/2021,Water
2120015092,11/01/2021,Bread
2120015093,11/01/2021,Maida flour
2120015093,11/01/2021,Curd
2120015093,11/01/2021,Butter
2120015094,11/01/2021,Wheat
2120015095,11/01/2021,Sugar
2120015096,11/01/2021,Vegetable
2120015097,11/01/2021,Tea
2120015097,11/01/2021,Misc. Household
2120015097,11/01/2021,Bread
2120015098,11/01/2021,Vegetable
2120015099,11/01/2021,Tissues
2120015099,11/01/2021,Egg
2120015099,11/01/2021,Wheat
2120015099,11/01/2021,Cooking Oil
2120015100,11/01/2021,Cooking Oil
2120015101,11/01/2021,Seeds/Spices
2120015102,11/01/2021,Other Groceries
2120015102,11/01/2021,Milk powder
2120015102,11/01/2021,Butter
2120015103,11/01/2021,Cooking Oil
2120015104,11/01/2021,Dry fruits/nuts
2120015105,11/01/2021,Ghee
2120015105,11/01/2021,Milk
2120015106,11/01/2021,Egg
2120015106,11/01/2021,Bread
2120015107,11/01/2021,Vegetable
2120015107,11/01/2021,Sugar
2120015107,11/01/2021,Indian snacks
2120015108,11/01/2021,Cooking Oil
2120015109,11/01/2021,Popcorn
2120015110,11/01/2021,Indian snacks
2120015110,11/01/2021,Indian snacks
2120015110,11/01/2021,Poha
2120015111,11/01/2021,Other Groceries
2120015112,11/01/2021,Vegetable
2120015113,11/01/2021,Cooking Oil
2120015114,11/01/2021,Water
2120015115,11/01/2021,Ice cream
2120015115,11/01/2021,Ice cream
2120015116,11/01/2021,Ice cream
2120015116,11/01/2021,Biscuits
2120015117,11/01/2021,Milk
2120015117,11/01/2021,Cleaning Products
2120015117,11/01/2021,Milk
2120015117,11/01/2021,Milk
2120015117,11/01/2021,Poha
2120015118,11/01/2021,Ice cream
2120015118,11/01/2021,Ice cream
2120015119,11/01/2021,Vegetable
2120015119,11/01/2021,Egg
2120015119,11/01/2021,Wheat
2120015119,11/01/2021,Idli/Dosa Batter
2120015120,11/01/2021,Milk
2120015121,11/01/2021,Milk
2120015121,11/01/2021,Stationary
2120015121,11/01/2021,Milk
2120015122,11/01/2021,Vegetable
2120015122,11/01/2021,Indian snacks
2120015123,11/01/2021,Chips
2120015123,11/01/2021,Chips
2120015124,11/01/2021,Bread
2120015125,11/01/2021,Beverage
2120015125,11/01/2021,Bread
2120015126,11/01/2021,Egg
2120015126,11/01/2021,Wheat
2120015126,11/01/2021,Indian snacks
2120015126,11/01/2021,Rice
2120015127,11/01/2021,Egg
2120015127,11/01/2021,Milk
2120015128,11/01/2021,Yogurt
2120015128,11/01/2021,Yogurt
2120015129,11/01/2021,Yogurt
2120015129,11/01/2021,Yogurt
2120015130,12/01/2021,Curd
2120015130,12/01/2021,Curd
2120015131,12/01/2021,Egg
2120015131,12/01/2021,Bread
2120015132,12/01/2021,Egg
2120015132,12/01/2021,Milk
2120015133,12/01/2021,Seeds/Spices
2120015133,12/01/2021,Vegetable
2120015133,12/01/2021,Seeds/Spices
2120015134,12/01/2021,Cooking Oil
2120015134,12/01/2021,Cooking Oil
2120015135,12/01/2021,Water
2120015135,12/01/2021,Cheese
2120015135,12/01/2021,Butter
2120015135,12/01/2021,Bread
2120015135,12/01/2021,Curd
2120015136,12/01/2021,Sauces/pastes/spread/pickle
2120015136,12/01/2021,Chips
2120015137,12/01/2021,Vegetable
2120015138,12/01/2021,Water
2120015139,12/01/2021,Vegetable
2120015140,12/01/2021,Cosmetics/Personal Hygiene
2120015141,12/01/2021,Egg
2120015142,12/01/2021,Dry fruits/nuts
2120015142,12/01/2021,Dry fruits/nuts
2120015143,12/01/2021,Ready to eat
2120015143,12/01/2021,Instant Noodles/Pasta/Soup
2120015143,12/01/2021,Cream
2120015143,12/01/2021,Chips
2120015143,12/01/2021,Cooking Oil
2120015143,12/01/2021,Other Groceries
2120015144,12/01/2021,Paneer/Tofu/Khova
2120015144,12/01/2021,Misc. Household
2120015144,12/01/2021,Wheat
2120015145,12/01/2021,Egg
2120015145,12/01/2021,Bread
2120015145,12/01/2021,Bread
2120015145,12/01/2021,Curd
2120015146,12/01/2021,Chips
2120015146,12/01/2021,Chips
2120015146,12/01/2021,Cooking Oil
2120015147,12/01/2021,Cleaning Products
2120015147,12/01/2021,Cleaning Products
2120015147,12/01/2021,Cleaning Products
2120015147,12/01/2021,Instant Noodles/Pasta/Soup
2120015147,12/01/2021,Ice cream
2120015147,12/01/2021,Misc. Household
2120015148,12/01/2021,Egg
2120015148,12/01/2021,Biscuits
2120015148,12/01/2021,Butter
2120015148,12/01/2021,Milk
2120015149,12/01/2021,Egg
2120015149,12/01/2021,Milk
2120015149,12/01/2021,Vegetable
2120015149,12/01/2021,Beverage
2120015150,12/01/2021,Vegetable
2120015150,12/01/2021,Vegetable
2120015150,12/01/2021,Vegetable
2120015150,12/01/2021,Butter
2120015150,12/01/2021,Bread
2120015150,12/01/2021,Biscuits
2120015150,12/01/2021,Idli/Dosa Batter
2120015151,12/01/2021,Vegetable
2120015152,12/01/2021,Milk
2120015153,12/01/2021,Vegetable
2120015153,12/01/2021,Stationary
2120015153,12/01/2021,Yogurt
2120015153,12/01/2021,Pulses
2120015153,12/01/2021,Idli/Dosa Batter
2120015154,12/01/2021,Chips
2120015154,12/01/2021,Chocolate
2120015155,12/01/2021,Vegetable
2120015155,12/01/2021,Vegetable
2120015155,12/01/2021,Vegetable
2120015155,12/01/2021,Indian snacks
2120015155,12/01/2021,Paneer/Tofu/Khova
2120015155,12/01/2021,Dry fruits/nuts
2120015156,12/01/2021,Vermicelli
2120015157,12/01/2021,Rice
2120015157,12/01/2021,Paneer/Tofu/Khova
2120015157,12/01/2021,Wheat
2120015157,12/01/2021,Misc. Household
2120015157,12/01/2021,Curd
2120015158,12/01/2021,Water
2120015159,12/01/2021,Beverage
2120015160,12/01/2021,Biscuits
2120015160,12/01/2021,Milk
2120015160,12/01/2021,Yogurt
2120015161,12/01/2021,Rice
2120015161,12/01/2021,Jaggery
2120015161,12/01/2021,Seeds/Spices
2120015161,12/01/2021,Indian snacks
2120015161,12/01/2021,Poha
2120015161,12/01/2021,Pulses
2120015162,12/01/2021,Dry fruits/nuts
2120015162,12/01/2021,Chocolate
2120015163,12/01/2021,Chocolate
2120015164,12/01/2021,Water
2120015165,12/01/2021,Egg
2120015165,12/01/2021,Biscuits
2120015165,12/01/2021,Biscuits
2120015166,12/01/2021,Milk
2120015167,12/01/2021,Egg
2120015167,12/01/2021,Cleaning Products
2120015167,12/01/2021,Seeds/Spices
2120015167,12/01/2021,Seeds/Spices
2120015167,12/01/2021,Bread
2120015167,12/01/2021,Beverage
2120015168,12/01/2021,Water
2120015169,12/01/2021,Yogurt
2120015169,12/01/2021,Beverage
2120015169,12/01/2021,Beverage
2120015169,12/01/2021,Indian snacks
2120015170,12/01/2021,Balance from previous month
2120015171,12/01/2021,Seeds/Spices
2120015171,12/01/2021,Bread
2120015171,12/01/2021,Seeds/Spices
2120015172,12/01/2021,Water
2120015172,12/01/2021,Bread
2120015173,12/01/2021,Seeds/Spices
2120015173,12/01/2021,Misc. Household
2120015173,12/01/2021,Cosmetics/Personal Hygiene
2120015173,12/01/2021,Cosmetics/Personal Hygiene
2120015173,12/01/2021,Instant Noodles/Pasta/Soup
2120015173,12/01/2021,Milk powder
2120015173,12/01/2021,Indian snacks
2120015173,12/01/2021,Bread
2120015173,12/01/2021,Cooking Oil
2120015173,12/01/2021,Misc. Household
2120015174,12/01/2021,Milk
2120015175,12/01/2021,Dry fruits/nuts
2120015175,12/01/2021,Stationary
2120015175,12/01/2021,Yogurt
2120015176,12/01/2021,Chocolate
2120015176,12/01/2021,Dry fruits/nuts
2120015176,12/01/2021,Water
2120015176,12/01/2021,Milk
2120015177,12/01/2021,Beverage
2120015178,12/01/2021,Curd
2120015179,12/01/2021,Egg
2120015179,12/01/2021,Water
2120015179,12/01/2021,Indian snacks
2120015179,12/01/2021,Idli/Dosa Batter
2120015180,12/01/2021,Rice
2120015180,12/01/2021,Stationary
2120015180,12/01/2021,Cooking Oil
2120015181,12/01/2021,Chocolate
2120015181,12/01/2021,Vegetable
2120015181,12/01/2021,Pulses
2120015181,12/01/2021,Biscuits
2120015181,12/01/2021,Other Groceries
2120015181,12/01/2021,Indian snacks
2120015181,12/01/2021,Chocolate
2120015181,12/01/2021,Curd
2120015182,12/01/2021,Stationary
2120015182,12/01/2021,Other Groceries
2120015183,12/01/2021,Vegetable
2120015183,12/01/2021,Vegetable
2120015183,12/01/2021,Vegetable
2120015183,12/01/2021,Vegetable
2120015183,12/01/2021,Vegetable
2120015183,12/01/2021,Vegetable
2120015183,12/01/2021,Vegetable
2120015183,12/01/2021,Yogurt
2120015183,12/01/2021,Vegetable
2120015184,12/01/2021,Egg
2120015184,12/01/2021,Milk
2120015184,12/01/2021,Biscuits
2120015184,12/01/2021,Indian snacks
2120015185,12/01/2021,Egg
2120015186,12/01/2021,Egg
2120015186,12/01/2021,Wheat
2120015187,12/01/2021,Balance from previous month
2120015188,12/01/2021,Balance from previous month
2120015188,12/01/2021,Rice
2120015188,12/01/2021,Pulses
2120015188,12/01/2021,Pulses
2120015188,12/01/2021,Pulses
2120015188,12/01/2021,Instant Noodles/Pasta/Soup
2120015188,12/01/2021,Cosmetics/Personal Hygiene
2120015188,12/01/2021,Wheat
2120015188,12/01/2021,Seeds/Spices
2120015188,12/01/2021,Seeds/Spices
2120015188,12/01/2021,Seeds/Spices
2120015188,12/01/2021,Seeds/Spices
2120015188,12/01/2021,Seeds/Spices
2120015188,12/01/2021,Seeds/Spices
2120015188,12/01/2021,Seeds/Spices
2120015188,12/01/2021,Seeds/Spices
2120015188,12/01/2021,Seeds/Spices
2120015188,12/01/2021,Vegetable
2120015188,12/01/2021,Misc. Household
2120015188,12/01/2021,Salt
2120015188,12/01/2021,Cooking Oil
2120015188,12/01/2021,Cooking Oil
2120015188,12/01/2021,Other Groceries
2120015188,12/01/2021,Sugar
2120015188,12/01/2021,Milk
2120015188,12/01/2021,Milk
2120015188,12/01/2021,Seeds/Spices
2120015188,12/01/2021,Seeds/Spices
2120015188,12/01/2021,Seeds/Spices
2120015188,12/01/2021,Pulses
2120015188,12/01/2021,Pulses
2120015188,12/01/2021,Misc. Household
2120015189,12/01/2021,Cooking Oil
2120015190,12/01/2021,Vegetable
2120015190,12/01/2021,Vegetable
2120015191,12/01/2021,Rice
2120015191,12/01/2021,Indian snacks
2120015191,12/01/2021,Curd
2120015191,12/01/2021,Milk
2120015192,12/01/2021,Other Groceries
2120015192,12/01/2021,Sauces/pastes/spread/pickle
2120015192,12/01/2021,Bread
2120015193,12/01/2021,Vegetable
2120015193,12/01/2021,Vegetable
2120015193,12/01/2021,Vegetable
2120015193,12/01/2021,Bread
2120015194,12/01/2021,Bread
2120015195,12/01/2021,Vegetable
2120015196,12/01/2021,Milk
2120015197,13/01/2021,Vegetable
2120015197,13/01/2021,Sugar
2120015197,13/01/2021,Bread
2120015197,13/01/2021,Butter
2120015198,13/01/2021,Egg
2120015198,13/01/2021,Cleaning Products
2120015198,13/01/2021,Misc. Household
2120015198,13/01/2021,Misc. Household
2120015198,13/01/2021,Cleaning Products
2120015198,13/01/2021,Cleaning Products
2120015198,13/01/2021,Biscuits
2120015198,13/01/2021,Sugar
2120015198,13/01/2021,Milk
2120015199,13/01/2021,Biscuits
2120015200,13/01/2021,Pulses
2120015200,13/01/2021,Vegetable
2120015200,13/01/2021,Cheese
2120015200,13/01/2021,Cleaning Products
2120015200,13/01/2021,Curd
2120015200,13/01/2021,Pulses
2120015200,13/01/2021,Pulses
2120015201,13/01/2021,Salt
2120015202,13/01/2021,Vegetable
2120015202,13/01/2021,Bread
2120015202,13/01/2021,Milk
2120015203,13/01/2021,Vegetable
2120015203,13/01/2021,Vegetable
2120015203,13/01/2021,Vegetable
2120015203,13/01/2021,Vegetable
2120015203,13/01/2021,Vegetable
2120015203,13/01/2021,Vegetable
2120015204,13/01/2021,Egg
2120015205,13/01/2021,Vegetable
2120015205,13/01/2021,Instant Noodles/Pasta/Soup
2120015205,13/01/2021,Instant Noodles/Pasta/Soup
2120015205,13/01/2021,Biscuits
2120015205,13/01/2021,Biscuits
2120015205,13/01/2021,Biscuits
2120015205,13/01/2021,Butter
2120015205,13/01/2021,Biscuits
2120015205,13/01/2021,Misc. Household
2120015205,13/01/2021,Bread
2120015205,13/01/2021,Curd
2120015205,13/01/2021,Indian snacks
2120015206,13/01/2021,Butter
2120015206,13/01/2021,Cleaning Products
2120015207,13/01/2021,Maida flour
2120015207,13/01/2021,Seeds/Spices
2120015207,13/01/2021,Seeds/Spices
2120015207,13/01/2021,Cooking Oil
2120015207,13/01/2021,Other Groceries
2120015208,13/01/2021,Seeds/Spices
2120015208,13/01/2021,Vegetable
2120015208,13/01/2021,Water
2120015208,13/01/2021,Vegetable
2120015209,13/01/2021,Curd
2120015210,13/01/2021,Egg
2120015210,13/01/2021,Paneer/Tofu/Khova
2120015211,13/01/2021,Dry fruits/nuts
2120015211,13/01/2021,Egg
2120015211,13/01/2021,Bread
2120015211,13/01/2021,Wheat
2120015212,13/01/2021,Chocolate
2120015212,13/01/2021,Milk
2120015213,13/01/2021,Vegetable
2120015213,13/01/2021,Water
2120015214,13/01/2021,Rice
2120015214,13/01/2021,Jaggery
2120015214,13/01/2021,Vegetable
2120015214,13/01/2021,Dry fruits/nuts
2120015214,13/01/2021,Pulses
2120015215,13/01/2021,Milk
2120015215,13/01/2021,Milk
2120015215,13/01/2021,Milk
2120015216,13/01/2021,Dry fruits/nuts
2120015216,13/01/2021,Dry fruits/nuts
2120015216,13/01/2021,Dry fruits/nuts
2120015216,13/01/2021,Vegetable
2120015216,13/01/2021,Seeds/Spices
2120015216,13/01/2021,Stationary
2120015216,13/01/2021,Coffee
2120015216,13/01/2021,Sugar
2120015217,13/01/2021,Water
2120015217,13/01/2021,Milk
2120015218,13/01/2021,Rice
2120015218,13/01/2021,Biscuits
2120015219,13/01/2021,Rice
2120015219,13/01/2021,Butter
2120015219,13/01/2021,Bread
2120015219,13/01/2021,Curd
2120015220,13/01/2021,Seeds/Spices
2120015220,13/01/2021,Seeds/Spices
2120015221,13/01/2021,Dry fruits/nuts
2120015222,13/01/2021,Wheat
2120015222,13/01/2021,Milk
2120015222,13/01/2021,Milk
2120015223,13/01/2021,Vegetable
2120015223,13/01/2021,Cheese
2120015223,13/01/2021,Vegetable
2120015224,13/01/2021,Beverage
2120015224,13/01/2021,Indian snacks
2120015225,13/01/2021,Chocolate
2120015225,13/01/2021,Chips
2120015226,13/01/2021,Breakfast Cereal
2120015226,13/01/2021,Bread
2120015227,13/01/2021,Milk
2120015228,13/01/2021,Vegetable
2120015228,13/01/2021,Egg
2120015228,13/01/2021,Vegetable
2120015228,13/01/2021,Chocolate
2120015228,13/01/2021,Bread
2120015228,13/01/2021,Idli/Dosa Batter
2120015229,13/01/2021,Stationary
2120015230,13/01/2021,Cooking Oil
2120015231,13/01/2021,Pulses
2120015231,13/01/2021,Instant Noodles/Pasta/Soup
2120015231,13/01/2021,Curd
2120015232,13/01/2021,Vegetable
2120015232,13/01/2021,Bread
2120015232,13/01/2021,Paneer/Tofu/Khova
2120015232,13/01/2021,Cheese
2120015233,13/01/2021,Instant Noodles/Pasta/Soup
2120015234,13/01/2021,Pulses
2120015234,13/01/2021,Instant Noodles/Pasta/Soup
2120015235,13/01/2021,Chocolate
2120015235,13/01/2021,Instant Noodles/Pasta/Soup
2120015236,13/01/2021,Ghee
2120015237,13/01/2021,Jaggery
2120015237,13/01/2021,Popcorn
2120015237,13/01/2021,Misc. Household
2120015237,13/01/2021,Bread
2120015237,13/01/2021,Bread
2120015237,13/01/2021,Indian snacks
2120015238,13/01/2021,Dry fruits/nuts
2120015238,13/01/2021,Jaggery
2120015238,13/01/2021,Seeds/Spices
2120015238,13/01/2021,Seeds/Spices
2120015239,13/01/2021,Vegetable
2120015239,13/01/2021,Vegetable
2120015239,13/01/2021,Vegetable
2120015239,13/01/2021,Instant Noodles/Pasta/Soup
2120015239,13/01/2021,Idli/Dosa Batter
2120015240,13/01/2021,Vegetable
2120015240,13/01/2021,Butter
2120015241,13/01/2021,Misc. Household
2120015241,13/01/2021,Jaggery
2120015241,13/01/2021,Cleaning Products
2120015241,13/01/2021,Salt
2120015241,13/01/2021,Milk
2120015241,13/01/2021,Rice
2120015241,13/01/2021,Pulses
2120015242,13/01/2021,Jaggery
2120015242,13/01/2021,Curd
2120015243,13/01/2021,Vegetable
2120015243,13/01/2021,Popcorn
2120015243,13/01/2021,Bread
2120015243,13/01/2021,Bread
2120015243,13/01/2021,Curd
2120015244,13/01/2021,Ready to eat
2120015244,13/01/2021,Milk
2120015244,13/01/2021,Other flours
2120015244,13/01/2021,Salt
2120015244,13/01/2021,Bread
2120015245,13/01/2021,Cheese
2120015245,13/01/2021,Cream
2120015246,13/01/2021,Ice cream
2120015247,14/01/2021,Bread
2120015248,14/01/2021,Indian snacks
2120015248,14/01/2021,Vegetable
2120015248,14/01/2021,Cosmetics/Personal Hygiene
2120015248,14/01/2021,Misc. Household
2120015248,14/01/2021,Curd
2120015248,14/01/2021,Seeds/Spices
2120015249,14/01/2021,Maida flour
2120015249,14/01/2021,Paneer/Tofu/Khova
2120015250,14/01/2021,Water
2120015251,14/01/2021,Vegetable
2120015251,14/01/2021,Vegetable
2120015251,14/01/2021,Vegetable
2120015251,14/01/2021,Vegetable
2120015251,14/01/2021,Seeds/Spices
2120015251,14/01/2021,Vegetable
2120015252,14/01/2021,Vegetable
2120015252,14/01/2021,Vegetable
2120015252,14/01/2021,Vegetable
2120015253,14/01/2021,Water
2120015254,14/01/2021,Pulses
2120015254,14/01/2021,Milk
2120015254,14/01/2021,Indian snacks
2120015255,14/01/2021,Chocolate
2120015255,14/01/2021,Seeds/Spices
2120015255,14/01/2021,Sauces/pastes/spread/pickle
2120015255,14/01/2021,Pulses
2120015256,14/01/2021,Pulses
2120015256,14/01/2021,Pulses
2120015256,14/01/2021,Seeds/Spices
2120015256,14/01/2021,Indian snacks
2120015257,14/01/2021,Rice
2120015257,14/01/2021,Indian snacks
2120015257,14/01/2021,Salt
2120015257,14/01/2021,Cooking Oil
2120015257,14/01/2021,Pulses
2120015258,14/01/2021,Sugar
2120015258,14/01/2021,Sauces/pastes/spread/pickle
2120015258,14/01/2021,Milk
2120015258,14/01/2021,Paneer/Tofu/Khova
2120015259,14/01/2021,Water
2120015259,14/01/2021,Water
2120015259,14/01/2021,Ice cream
2120015259,14/01/2021,Ice cream
2120015260,14/01/2021,Vegetable
2120015260,14/01/2021,Curd
2120015261,14/01/2021,Seeds/Spices
2120015262,14/01/2021,Seeds/Spices
2120015263,14/01/2021,Cleaning Products
2120015263,14/01/2021,Milk
2120015264,14/01/2021,Milk
2120015264,14/01/2021,Water
2120015264,14/01/2021,Milk
2120015265,14/01/2021,Ready to eat
2120015265,14/01/2021,Jaggery
2120015266,14/01/2021,Bread
2120015266,14/01/2021,Curd
2120015267,14/01/2021,Milk
2120015267,14/01/2021,Curd
2120015268,14/01/2021,Other flours
2120015268,14/01/2021,Milk
2120015269,14/01/2021,Coffee
2120015270,14/01/2021,Ready to eat
2120015270,14/01/2021,Stationary
2120015270,14/01/2021,Beverage
2120015270,14/01/2021,Cosmetics/Personal Hygiene
2120015271,14/01/2021,Vegetable
2120015271,14/01/2021,Curd
2120015272,14/01/2021,Vegetable
2120015272,14/01/2021,Egg
2120015272,14/01/2021,Curd
2120015272,14/01/2021,Milk
2120015273,14/01/2021,Ice cream
2120015273,14/01/2021,Curd
2120015274,14/01/2021,Ice cream
2120015274,14/01/2021,Ice cream
2120015274,14/01/2021,Ice cream
2120015274,14/01/2021,Ice cream
2120015274,14/01/2021,Ice cream
2120015275,14/01/2021,Chocolate
2120015276,14/01/2021,Pulses
2120015276,14/01/2021,Pulses
2120015276,14/01/2021,Pulses
2120015277,14/01/2021,Water
2120015278,14/01/2021,Curd
2120015279,14/01/2021,Sauces/pastes/spread/pickle
2120015280,14/01/2021,Egg
2120015280,14/01/2021,Seeds/Spices
2120015280,14/01/2021,Seeds/Spices
2120015281,14/01/2021,Dry fruits/nuts
2120015281,14/01/2021,Rice
2120015281,14/01/2021,Seeds/Spices
2120015281,14/01/2021,Seeds/Spices
